Year,Region,Country Name,Income Group,Cost - Men (% of income per capita),Cost - Men (% of income per capita) - Score,Cost - Women (% of income per capita),Cost - Women (% of income per capita) - Score,Procedures required - Men (number),Procedures required - Men (number) - Score,Procedures required - Women (number),Procedures required - Women (number) - Score,Time - Men (days),Time - Men (days) - Score,Time - Women (days),Time - Women (days)- Score,Cost (Average) - Score,Procedures required (Average) - Score,Time (Average) - Score,Cost (Average),Procedures required (Average),Time (Average)
2016,Sub-Saharan Africa,Burkina Faso,Low income,43.5,78.22998,43.5,78.22998,3.0,88.23529,3.0,88.23529,13.0,87.43719,13.0,87.43719,78.22998,88.23529,87.43719,43.5,3.0,13.0
2016,Sub-Saharan Africa,Botswana,Upper middle income,0.7,99.65377,0.7,99.65377,9.0,52.94118,9.0,52.94118,48.0,52.26131,48.0,52.26131,99.65377,52.94118,52.26131,0.7,9.0,48.0
2016,Sub-Saharan Africa,Central African Republic,Low income,181.3,9.34187,181.3,9.34187,10.0,47.05882,10.0,47.05882,22.0,78.39196,22.0,78.39196,9.34187,47.05882,78.39196,181.3,10.0,22.0
2016,Sub-Saharan Africa,Côte d'Ivoire,Lower middle income,18.6,90.72449,18.6,90.72449,5.0,76.47059,5.0,76.47059,7.0,93.46734,7.0,93.46734,90.72449,76.47059,93.46734,18.6,5.0,7.0
2016,Sub-Saharan Africa,Cameroon,Lower middle income,32.7,83.63502,33.2,83.41968,6.0,70.58824,7.0,64.70588,16.0,84.42211,17.0,83.41709,83.52735,67.64706,83.9196,32.95,6.5,16.5
2016,Sub-Saharan Africa,Dem. Rep. Congo,Low income,29.3,85.36585,29.3,85.36585,6.0,70.58824,7.0,64.70588,11.0,89.44724,12.0,88.44221,85.36585,67.64706,88.944725,29.3,6.5,11.5
2016,Sub-Saharan Africa,Congo,Lower middle income,52.3,73.828,52.3,73.828,11.0,41.17647,12.0,35.29412,50.0,50.25126,51.0,49.24623,73.828,38.235295,49.748745,52.3,11.5,50.5
2016,Sub-Saharan Africa,Comoros,Lower middle income,89.7,55.15532,89.7,55.15532,9.0,52.94118,9.0,52.94118,16.0,84.42211,16.0,84.42211,55.15532,52.94118,84.42211,89.7,9.0,16.0
2016,Sub-Saharan Africa,Cabo Verde,Lower middle income,14.8,92.57725,14.8,92.57725,9.0,52.94118,9.0,52.94118,18.0,82.41206,18.0,82.41206,92.57725,52.94118,82.41206,14.8,9.0,18.0
2016,Sub-Saharan Africa,Eritrea,Low income,38.1,80.96266,38.1,80.96266,13.0,29.41176,13.0,29.41176,84.0,16.0804,84.0,16.0804,80.96266,29.41176,16.0804,38.1,13.0,84.0
2016,Sub-Saharan Africa,Ethiopia,Low income,79.1,60.42724,79.1,60.42724,14.0,23.52941,14.0,23.52941,35.0,65.32663,35.0,65.32663,60.42724,23.52941,65.32663,79.1,14.0,35.0
2016,Sub-Saharan Africa,Gabon,Upper middle income,15.1,92.45655,15.1,92.45655,9.0,52.94118,9.0,52.94118,47.0,53.26633,47.0,53.26633,92.45655,52.94118,53.26633,15.1,9.0,47.0
2016,Sub-Saharan Africa,Ghana,Lower middle income,19.4,90.28889,19.4,90.28889,8.0,58.82353,8.0,58.82353,14.0,86.43216,14.0,86.43216,90.28889,58.82353,86.43216,19.4,8.0,14.0
2016,Sub-Saharan Africa,Guinea,Low income,74.1,62.93339,74.1,62.93339,7.0,64.70588,7.0,64.70588,15.0,85.42714,15.0,85.42714,62.93339,64.70588,85.42714,74.1,7.0,15.0
2016,Sub-Saharan Africa,The Gambia,Low income,141.6,29.20936,141.6,29.20936,7.0,64.70588,7.0,64.70588,25.0,75.37688,25.0,75.37688,29.20936,64.70588,75.37688,141.6,7.0,25.0
2016,Sub-Saharan Africa,Guinea-Bissau,Low income,118.4,40.8247,118.4,40.8247,8.0,58.82353,9.0,52.94118,8.0,92.46231,9.0,91.45729,40.8247,55.882355000000004,91.9598,118.4,8.5,8.5
2016,Sub-Saharan Africa,Equatorial Guinea,Upper middle income,99.4,50.30889,99.4,50.30889,18.0,0.0,18.0,0.0,150.0,0.0,150.0,0.0,50.30889,0.0,0.0,99.4,18.0,150.0
2016,Sub-Saharan Africa,Kenya,Lower middle income,43.6,78.22162,43.6,78.22162,13.0,29.41176,13.0,29.41176,28.0,72.36181,28.0,72.36181,78.22162,29.41176,72.36181,43.6,13.0,28.0
2016,Sub-Saharan Africa,Liberia,Low income,16.8,91.61476,16.8,91.61476,5.0,76.47059,5.0,76.47059,6.0,94.47236,6.0,94.47236,91.61476,76.47059,94.47236,16.8,5.0,6.0
2016,Sub-Saharan Africa,Lesotho,Lower middle income,9.3,95.33943,9.3,95.33943,7.0,64.70588,7.0,64.70588,29.0,71.35678,29.0,71.35678,95.33943,64.70588,71.35678,9.3,7.0,29.0
2016,Sub-Saharan Africa,Madagascar,Low income,43.7,78.13076,43.7,78.13076,10.0,47.05882,10.0,47.05882,13.0,87.43719,13.0,87.43719,78.13076,47.05882,87.43719,43.7,10.0,13.0
2016,Sub-Saharan Africa,Mali,Low income,71.3,64.36083,71.3,64.36083,5.0,76.47059,5.0,76.47059,8.5,91.9598,8.5,91.9598,64.36083,76.47059,91.9598,71.3,5.0,8.5
2016,Sub-Saharan Africa,Mozambique,Low income,57.8,71.08863,57.8,71.08863,10.0,47.05882,10.0,47.05882,21.0,79.39698,21.0,79.39698,71.08863,47.05882,79.39698,57.8,10.0,21.0
2016,Sub-Saharan Africa,Mauritania,Lower middle income,19.4,90.31772,19.4,90.31772,7.0,64.70588,7.0,64.70588,8.0,92.46231,8.0,92.46231,90.31772,64.70588,92.46231,19.4,7.0,8.0
2016,Sub-Saharan Africa,Mauritius,Upper middle income,2.0,99.01013,2.0,99.00599,5.0,76.47059,6.0,70.58824,6.0,94.47236,7.0,93.46734,99.00806,73.529415,93.96985,2.0,5.5,6.5
2016,Sub-Saharan Africa,Malawi,Low income,84.6,57.69354,84.6,57.69354,8.0,58.82353,8.0,58.82353,38.0,62.31156,38.0,62.31156,57.69354,58.82353,62.31156,84.6,8.0,38.0
2016,Sub-Saharan Africa,Namibia,Upper middle income,11.1,94.4444,11.1,94.4444,10.0,47.05882,10.0,47.05882,66.0,34.17085,66.0,34.17085,94.4444,47.05882,34.17085,11.1,10.0,66.0
2016,Sub-Saharan Africa,Niger,Low income,67.8,66.0759,67.8,66.0759,7.0,64.70588,7.0,64.70588,16.0,84.42211,16.0,84.42211,66.0759,64.70588,84.42211,67.8,7.0,16.0
2016,Sub-Saharan Africa,Nigeria,Lower middle income,31.2,84.39234,31.2,84.39234,8.46,56.11765,8.46,56.11765,30.3,70.05025,30.3,70.05025,84.39234,56.11765,70.05025,31.2,8.46,30.3
2016,Sub-Saharan Africa,Rwanda,Low income,55.0,72.50136,55.0,72.50136,7.0,64.70588,7.0,64.70588,6.0,94.47236,6.0,94.47236,72.50136,64.70588,94.47236,55.0,7.0,6.0
2016,Sub-Saharan Africa,Sudan,Lower middle income,14.8,92.62287,14.8,92.62287,10.0,47.05882,11.0,41.17647,36.0,64.32161,37.0,63.31658,92.62287,44.117644999999996,63.819095000000004,14.8,10.5,36.5
2016,Sub-Saharan Africa,Senegal,Lower middle income,63.4,68.31798,63.4,68.31798,4.0,82.35294,4.0,82.35294,6.0,94.47236,6.0,94.47236,68.31798,82.35294,94.47236,63.4,4.0,6.0
2016,Sub-Saharan Africa,Sierra Leone,Low income,44.2,77.87721,44.2,77.87721,6.0,70.58824,6.0,70.58824,10.0,90.45226,10.0,90.45226,77.87721,70.58824,90.45226,44.2,6.0,10.0
2016,Sub-Saharan Africa,Somalia,Low income,180.0,10.0,180.0,10.0,9.0,52.94118,9.0,52.94118,70.0,30.15075,70.0,30.15075,10.0,52.94118,30.15075,180.0,9.0,70.0
2016,Sub-Saharan Africa,South Sudan,Low income,330.1,0.0,330.1,0.0,13.0,29.41176,13.0,29.41176,14.0,86.43216,14.0,86.43216,0.0,29.41176,86.43216,330.1,13.0,14.0
2016,Sub-Saharan Africa,São Tomé and Principe,Lower middle income,16.7,91.64794,16.7,91.64794,6.0,70.58824,6.0,70.58824,7.0,93.46734,7.0,93.46734,91.64794,70.58824,93.46734,16.7,6.0,7.0
2016,Sub-Saharan Africa,Eswatini,Lower middle income,23.4,88.29382,23.4,88.29382,12.0,35.29412,12.0,35.29412,30.0,70.35176,30.0,70.35176,88.29382,35.29412,70.35176,23.4,12.0,30.0
2016,Sub-Saharan Africa,Seychelles,High income,14.2,92.9017,14.2,92.9017,9.0,52.94118,9.0,52.94118,32.0,68.34171,32.0,68.34171,92.9017,52.94118,68.34171,14.2,9.0,32.0
2016,Sub-Saharan Africa,Chad,Low income,150.4,24.81171,150.4,24.81171,9.0,52.94118,9.0,52.94118,60.0,40.20101,60.0,40.20101,24.81171,52.94118,40.20101,150.4,9.0,60.0
2016,Sub-Saharan Africa,Togo,Low income,77.8,61.09804,77.8,61.09804,6.0,70.58824,6.0,70.58824,10.0,90.45226,10.0,90.45226,61.09804,70.58824,90.45226,77.8,6.0,10.0
2016,Sub-Saharan Africa,Tanzania,Low income,77.3,61.36242,77.3,61.36242,11.0,41.17647,11.0,41.17647,29.0,71.35678,29.0,71.35678,61.36242,41.17647,71.35678,77.3,11.0,29.0
2016,Sub-Saharan Africa,Uganda,Low income,48.6,75.72134,48.6,75.72134,14.0,23.52941,14.0,23.52941,27.0,73.36683,27.0,73.36683,75.72134,23.52941,73.36683,48.6,14.0,27.0
2016,Sub-Saharan Africa,South Africa,Upper middle income,0.3,99.87218,0.3,99.87218,7.0,64.70588,7.0,64.70588,46.0,54.27136,46.0,54.27136,99.87218,64.70588,54.27136,0.3,7.0,46.0
2016,Sub-Saharan Africa,Zambia,Lower middle income,34.3,82.86811,34.3,82.86811,7.0,64.70588,7.0,64.70588,8.5,91.9598,8.5,91.9598,82.86811,64.70588,91.9598,34.3,7.0,8.5
2016,Sub-Saharan Africa,Zimbabwe,Lower middle income,118.4,40.78803,118.4,40.78803,10.0,47.05882,10.0,47.05882,91.0,9.04523,91.0,9.04523,40.78803,47.05882,9.04523,118.4,10.0,91.0
2017,East Asia & Pacific,Australia,High income,0.7,99.65081,0.7,99.65081,3.0,88.23529,3.0,88.23529,2.5,97.98995,2.5,97.98995,99.65081,88.23529,97.98995,0.7,3.0,2.5
2017,East Asia & Pacific,Brunei,High income,1.5,99.23301,1.5,99.23301,7.0,64.70588,8.0,58.82353,14.0,86.43216,15.0,85.42714,99.23301,61.76470499999999,85.92965,1.5,7.5,14.5
2017,East Asia & Pacific,China,Upper middle income,1.6,99.18241,1.6,99.18241,7.0,64.70588,7.0,64.70588,26.9,73.46734,26.9,73.46734,99.18241,64.70588,73.46734,1.6,7.0,26.9
2017,East Asia & Pacific,Fiji,Upper middle income,17.9,91.03179,17.9,91.03179,11.0,41.17647,11.0,41.17647,40.0,60.30151,40.0,60.30151,91.03179,41.17647,60.30151,17.9,11.0,40.0
2017,East Asia & Pacific,Micronesia,Lower middle income,140.4,29.7773,140.4,29.7773,7.0,64.70588,7.0,64.70588,16.0,84.42211,16.0,84.42211,29.7773,64.70588,84.42211,140.4,7.0,16.0
2017,East Asia & Pacific,"Hong Kong SAR, China",High income,0.6,99.70534,0.6,99.70534,2.0,94.11765,2.0,94.11765,1.5,98.99497,1.5,98.99497,99.70534,94.11765,98.99497,0.6,2.0,1.5
2017,East Asia & Pacific,Indonesia,Lower middle income,19.4,90.28175,19.4,90.28175,12.22,34.0,12.22,34.0,26.3,74.07035,26.3,74.07035,90.28175,34.0,74.07035,19.4,12.22,26.3
2017,East Asia & Pacific,Japan,High income,7.5,96.25026,7.5,96.25026,8.0,58.82353,8.0,58.82353,11.15,89.29648,11.15,89.29648,96.25026,58.82353,89.29648,7.5,8.0,11.15
2017,East Asia & Pacific,Cambodia,Lower middle income,55.7,72.16193,55.7,72.16193,9.0,52.94118,9.0,52.94118,99.0,1.00503,99.0,1.00503,72.16193,52.94118,1.00503,55.7,9.0,99.0
2017,East Asia & Pacific,Kiribati,Lower middle income,36.3,81.87487,36.3,81.87487,7.0,64.70588,7.0,64.70588,31.0,69.34673,31.0,69.34673,81.87487,64.70588,69.34673,36.3,7.0,31.0
2017,East Asia & Pacific,Korea,High income,14.6,92.71592,14.6,92.71592,3.0,88.23529,3.0,88.23529,8.0,92.46231,8.0,92.46231,92.71592,88.23529,92.46231,14.6,3.0,8.0
2017,East Asia & Pacific,Lao PDR,Lower middle income,9.2,95.37994,9.2,95.37994,10.0,47.05882,10.0,47.05882,174.0,0.0,174.0,0.0,95.37994,47.05882,0.0,9.2,10.0,174.0
2017,East Asia & Pacific,Marshall Islands,Upper middle income,12.5,93.75114,12.5,93.75114,5.0,76.47059,5.0,76.47059,17.0,83.41709,17.0,83.41709,93.75114,76.47059,83.41709,12.5,5.0,17.0
2017,East Asia & Pacific,Myanmar,Lower middle income,41.1,79.44559,41.1,79.44559,12.0,35.29412,12.0,35.29412,14.0,86.43216,14.0,86.43216,79.44559,35.29412,86.43216,41.1,12.0,14.0
2017,East Asia & Pacific,Mongolia,Lower middle income,1.5,99.26622,1.5,99.26622,8.0,58.82353,8.0,58.82353,12.0,88.44221,12.0,88.44221,99.26622,58.82353,88.44221,1.5,8.0,12.0
2017,East Asia & Pacific,Malaysia,Upper middle income,13.7,93.13229,13.7,93.13229,9.0,52.94118,10.0,47.05882,23.0,77.38693,24.0,76.38191,93.13229,50.0,76.88442,13.7,9.5,23.5
2017,East Asia & Pacific,New Zealand,High income,0.3,99.84685,0.3,99.84685,1.0,100.0,1.0,100.0,0.5,100.0,0.5,100.0,99.84685,100.0,100.0,0.3,1.0,0.5
2017,East Asia & Pacific,Philippines,Lower middle income,19.9,90.03722,19.9,90.03722,17.0,5.88235,17.0,5.88235,25.0,75.37688,25.0,75.37688,90.03722,5.88235,75.37688,19.9,17.0,25.0
2017,East Asia & Pacific,Palau,High income,2.9,98.55501,2.9,98.55501,8.0,58.82353,8.0,58.82353,28.0,72.36181,28.0,72.36181,98.55501,58.82353,72.36181,2.9,8.0,28.0
2017,East Asia & Pacific,Papua New Guinea,Lower middle income,15.6,92.21728,15.6,92.21728,6.0,70.58824,6.0,70.58824,41.0,59.29648,41.0,59.29648,92.21728,70.58824,59.29648,15.6,6.0,41.0
2017,East Asia & Pacific,Singapore,High income,0.6,99.72216,0.6,99.72216,3.0,88.23529,3.0,88.23529,2.5,97.98995,2.5,97.98995,99.72216,88.23529,97.98995,0.6,3.0,2.5
2017,East Asia & Pacific,Solomon Islands,Lower middle income,28.5,85.75764,28.5,85.75764,7.0,64.70588,7.0,64.70588,9.0,91.45729,9.0,91.45729,85.75764,64.70588,91.45729,28.5,7.0,9.0
2017,East Asia & Pacific,Thailand,Upper middle income,6.6,96.70698,6.6,96.70698,6.0,70.58824,6.0,70.58824,29.0,71.35678,29.0,71.35678,96.70698,70.58824,71.35678,6.6,6.0,29.0
2017,East Asia & Pacific,Timor-Leste,Lower middle income,0.5,99.73993,0.5,99.73993,5.0,76.47059,5.0,76.47059,14.0,86.43216,14.0,86.43216,99.73993,76.47059,86.43216,0.5,5.0,14.0
2017,East Asia & Pacific,Tonga,Upper middle income,6.8,96.61365,6.8,96.61365,4.0,82.35294,4.0,82.35294,16.0,84.42211,16.0,84.42211,96.61365,82.35294,84.42211,6.8,4.0,16.0
2017,East Asia & Pacific,"Taiwan, China",High income,2.1,98.97428,2.1,98.97428,3.0,88.23529,3.0,88.23529,10.0,90.45226,10.0,90.45226,98.97428,88.23529,90.45226,2.1,3.0,10.0
2017,East Asia & Pacific,Vietnam,Lower middle income,4.6,97.71908,4.6,97.71908,9.0,52.94118,9.0,52.94118,24.0,76.38191,24.0,76.38191,97.71908,52.94118,76.38191,4.6,9.0,24.0
2017,East Asia & Pacific,Vanuatu,Lower middle income,44.3,77.8277,44.3,77.8277,7.0,64.70588,7.0,64.70588,18.0,82.41206,18.0,82.41206,77.8277,64.70588,82.41206,44.3,7.0,18.0
2017,East Asia & Pacific,Samoa,Upper middle income,7.7,96.15299,7.7,96.15299,4.0,82.35294,4.0,82.35294,9.0,91.45729,9.0,91.45729,96.15299,82.35294,91.45729,7.7,4.0,9.0
2017,Europe & Central Asia,Albania,Upper middle income,12.5,93.76145,12.5,93.76145,5.0,76.47059,5.0,76.47059,5.0,95.47739,5.0,95.47739,93.76145,76.47059,95.47739,12.5,5.0,5.0
2017,Europe & Central Asia,Armenia,Upper middle income,0.9,99.55374,0.9,99.55374,4.0,82.35294,4.0,82.35294,5.0,95.47739,5.0,95.47739,99.55374,82.35294,95.47739,0.9,4.0,5.0
2017,Europe & Central Asia,Austria,High income,5.2,97.38675,5.2,97.38675,8.0,58.82353,8.0,58.82353,21.0,79.39698,21.0,79.39698,97.38675,58.82353,79.39698,5.2,8.0,21.0
2017,Europe & Central Asia,Azerbaijan,Upper middle income,1.9,99.05298,1.9,99.05298,3.0,88.23529,3.0,88.23529,3.5,96.98492,3.5,96.98492,99.05298,88.23529,96.98492,1.9,3.0,3.5
2017,Europe & Central Asia,Belgium,High income,5.0,97.50734,5.0,97.50734,5.0,76.47059,5.0,76.47059,4.5,95.9799,4.5,95.9799,97.50734,76.47059,95.9799,5.0,5.0,4.5
2017,Europe & Central Asia,Bulgaria,Upper middle income,1.3,99.32805,1.3,99.32805,7.0,64.70588,7.0,64.70588,23.0,77.38693,23.0,77.38693,99.32805,64.70588,77.38693,1.3,7.0,23.0
2017,Europe & Central Asia,Bosnia and Herzegovina,Upper middle income,22.9,88.56754,22.9,88.56754,13.0,29.41176,13.0,29.41176,80.0,20.1005,80.0,20.1005,88.56754,29.41176,20.1005,22.9,13.0,80.0
2017,Europe & Central Asia,Belarus,Upper middle income,0.6,99.67898,0.6,99.67898,5.0,76.47059,5.0,76.47059,9.0,91.45729,9.0,91.45729,99.67898,76.47059,91.45729,0.6,5.0,9.0
2017,Europe & Central Asia,Switzerland,High income,2.3,98.85548,2.3,98.85548,6.0,70.58824,6.0,70.58824,10.0,90.45226,10.0,90.45226,98.85548,70.58824,90.45226,2.3,6.0,10.0
2017,Europe & Central Asia,Cyprus,High income,12.2,93.88232,12.2,93.88232,5.0,76.47059,5.0,76.47059,6.0,94.47236,6.0,94.47236,93.88232,76.47059,94.47236,12.2,5.0,6.0
2017,Europe & Central Asia,Czech Republic,High income,5.7,97.14951,5.7,97.14951,8.0,58.82353,8.0,58.82353,24.5,75.8794,24.5,75.8794,97.14951,58.82353,75.8794,5.7,8.0,24.5
2017,Europe & Central Asia,Germany,High income,6.7,96.66681,6.7,96.66681,9.0,52.94118,9.0,52.94118,8.0,92.46231,8.0,92.46231,96.66681,52.94118,92.46231,6.7,9.0,8.0
2017,Europe & Central Asia,Denmark,High income,0.2,99.90659,0.2,99.90659,5.0,76.47059,5.0,76.47059,3.5,96.98492,3.5,96.98492,99.90659,76.47059,96.98492,0.2,5.0,3.5
2017,Europe & Central Asia,Spain,High income,4.3,97.87181,4.3,97.87181,7.0,64.70588,7.0,64.70588,13.0,87.43719,13.0,87.43719,97.87181,64.70588,87.43719,4.3,7.0,13.0
2017,Europe & Central Asia,Estonia,High income,1.2,99.3778,1.2,99.3778,3.0,88.23529,3.0,88.23529,3.5,96.98492,3.5,96.98492,99.3778,88.23529,96.98492,1.2,3.0,3.5
2017,Europe & Central Asia,Finland,High income,0.9,99.56599,0.9,99.56599,3.0,88.23529,3.0,88.23529,17.0,83.41709,17.0,83.41709,99.56599,88.23529,83.41709,0.9,3.0,17.0
2017,Europe & Central Asia,France,High income,0.7,99.62796,0.7,99.62796,5.0,76.47059,5.0,76.47059,3.5,96.98492,3.5,96.98492,99.62796,76.47059,96.98492,0.7,5.0,3.5
2017,Europe & Central Asia,United Kingdom,High income,0.1,99.9733,0.1,99.9733,4.0,82.35294,4.0,82.35294,4.5,95.9799,4.5,95.9799,99.9733,82.35294,95.9799,0.1,4.0,4.5
2017,Europe & Central Asia,Georgia,Upper middle income,2.6,98.71115,2.6,98.71115,2.0,94.11765,2.0,94.11765,2.0,98.49246,2.0,98.49246,98.71115,94.11765,98.49246,2.6,2.0,2.0
2017,Europe & Central Asia,Greece,High income,2.3,98.83312,2.3,98.83312,5.0,76.47059,5.0,76.47059,13.0,87.43719,13.0,87.43719,98.83312,76.47059,87.43719,2.3,5.0,13.0
2017,Europe & Central Asia,Croatia,High income,7.4,96.3221,7.4,96.3221,8.0,58.82353,8.0,58.82353,22.5,77.88945,22.5,77.88945,96.3221,58.82353,77.88945,7.4,8.0,22.5
2017,Europe & Central Asia,Hungary,High income,7.1,96.43543,7.1,96.43543,6.0,70.58824,6.0,70.58824,7.0,93.46734,7.0,93.46734,96.43543,70.58824,93.46734,7.1,6.0,7.0
2017,Europe & Central Asia,Ireland,High income,0.2,99.91052,0.2,99.91052,3.0,88.23529,3.0,88.23529,11.0,89.44724,11.0,89.44724,99.91052,88.23529,89.44724,0.2,3.0,11.0
2017,Europe & Central Asia,Iceland,High income,2.0,99.00515,2.0,99.00515,5.0,76.47059,5.0,76.47059,11.5,88.94472,11.5,88.94472,99.00515,76.47059,88.94472,2.0,5.0,11.5
2017,Europe & Central Asia,Italy,High income,14.3,92.83015,14.3,92.83015,7.0,64.70588,7.0,64.70588,11.0,89.44724,11.0,89.44724,92.83015,64.70588,89.44724,14.3,7.0,11.0
2017,Europe & Central Asia,Kazakhstan,Upper middle income,0.3,99.85118,0.3,99.85118,5.0,76.47059,5.0,76.47059,9.0,91.45729,9.0,91.45729,99.85118,76.47059,91.45729,0.3,5.0,9.0
2017,Europe & Central Asia,Kyrgyz Republic,Lower middle income,2.2,98.88316,2.2,98.88316,4.0,82.35294,4.0,82.35294,10.0,90.45226,10.0,90.45226,98.88316,82.35294,90.45226,2.2,4.0,10.0
2017,Europe & Central Asia,Liechtenstein,High income,,,,,,,,,,,,,,,,,,
2017,Europe & Central Asia,Lithuania,High income,0.6,99.69858,0.6,99.69858,4.0,82.35294,4.0,82.35294,5.5,94.97487,5.5,94.97487,99.69858,82.35294,94.97487,0.6,4.0,5.5
2017,Europe & Central Asia,Luxembourg,High income,1.7,99.12891,1.7,99.12891,5.0,76.47059,5.0,76.47059,16.5,83.9196,16.5,83.9196,99.12891,76.47059,83.9196,1.7,5.0,16.5
2017,Europe & Central Asia,Latvia,High income,1.7,99.12534,1.7,99.12534,4.0,82.35294,4.0,82.35294,5.5,94.97487,5.5,94.97487,99.12534,82.35294,94.97487,1.7,4.0,5.5
2017,Europe & Central Asia,Moldova,Lower middle income,6.2,96.91405,6.2,96.91405,5.0,76.47059,5.0,76.47059,6.0,94.47236,6.0,94.47236,96.91405,76.47059,94.47236,6.2,5.0,6.0
2017,Europe & Central Asia,North Macedonia,Upper middle income,0.1,99.92875,0.1,99.92875,6.0,70.58824,6.0,70.58824,15.0,85.42714,15.0,85.42714,99.92875,70.58824,85.42714,0.1,6.0,15.0
2017,Europe & Central Asia,Montenegro,Upper middle income,1.5,99.23361,1.5,99.23361,8.0,58.82353,8.0,58.82353,12.0,88.44221,12.0,88.44221,99.23361,58.82353,88.44221,1.5,8.0,12.0
2017,Europe & Central Asia,Netherlands,High income,4.5,97.75125,4.5,97.75125,4.0,82.35294,4.0,82.35294,3.5,96.98492,3.5,96.98492,97.75125,82.35294,96.98492,4.5,4.0,3.5
2017,Europe & Central Asia,Norway,High income,0.9,99.56018,0.9,99.56018,4.0,82.35294,4.0,82.35294,4.0,96.48241,4.0,96.48241,99.56018,82.35294,96.48241,0.9,4.0,4.0
2017,Europe & Central Asia,Poland,High income,12.1,93.9565,12.1,93.9565,5.0,76.47059,5.0,76.47059,37.0,63.31658,37.0,63.31658,93.9565,76.47059,63.31658,12.1,5.0,37.0
2017,Europe & Central Asia,Portugal,High income,2.1,98.93872,2.1,98.93872,6.0,70.58824,6.0,70.58824,6.0,94.47236,6.0,94.47236,98.93872,70.58824,94.47236,2.1,6.0,6.0
2017,Europe & Central Asia,Romania,Upper middle income,2.0,99.01949,2.0,99.01949,6.0,70.58824,6.0,70.58824,12.0,88.44221,12.0,88.44221,99.01949,70.58824,88.44221,2.0,6.0,12.0
2017,Europe & Central Asia,Russia,Upper middle income,1.2,99.39343,1.2,99.39343,4.0,82.35294,4.0,82.35294,10.1,90.35176,10.1,90.35176,99.39343,82.35294,90.35176,1.2,4.0,10.1
2017,Europe & Central Asia,San Marino,High income,8.8,95.57862,8.8,95.57862,8.0,58.82353,8.0,58.82353,12.5,87.9397,12.5,87.9397,95.57862,58.82353,87.9397,8.8,8.0,12.5
2017,Europe & Central Asia,Serbia,Upper middle income,6.5,96.75435,6.5,96.75435,5.0,76.47059,5.0,76.47059,6.5,93.96985,6.5,93.96985,96.75435,76.47059,93.96985,6.5,5.0,6.5
2017,Europe & Central Asia,Slovak Republic,High income,1.1,99.42899,1.1,99.42899,8.0,58.82353,8.0,58.82353,26.5,73.86935,26.5,73.86935,99.42899,58.82353,73.86935,1.1,8.0,26.5
2017,Europe & Central Asia,Slovenia,High income,0.0,100.0,0.0,100.0,2.0,94.11765,2.0,94.11765,6.0,94.47236,6.0,94.47236,100.0,94.11765,94.47236,0.0,2.0,6.0
2017,Europe & Central Asia,Sweden,High income,0.5,99.7459,0.5,99.7459,3.0,88.23529,3.0,88.23529,7.0,93.46734,7.0,93.46734,99.7459,88.23529,93.46734,0.5,3.0,7.0
2017,Europe & Central Asia,Tajikistan,Low income,16.8,91.58375,16.8,91.58375,5.0,76.47059,5.0,76.47059,21.0,79.39698,21.0,79.39698,91.58375,76.47059,79.39698,16.8,5.0,21.0
2017,Europe & Central Asia,Turkey,Upper middle income,21.8,89.11874,21.8,89.11874,10.0,47.05882,10.0,47.05882,10.0,90.45226,10.0,90.45226,89.11874,47.05882,90.45226,21.8,10.0,10.0
2017,Europe & Central Asia,Ukraine,Lower middle income,0.9,99.54416,0.9,99.54416,6.0,70.58824,6.0,70.58824,6.5,93.96985,6.5,93.96985,99.54416,70.58824,93.96985,0.9,6.0,6.5
2017,Europe & Central Asia,Uzbekistan,Lower middle income,3.2,98.38284,3.2,98.38284,4.0,82.35294,4.0,82.35294,5.5,94.97487,5.5,94.97487,98.38284,82.35294,94.97487,3.2,4.0,5.5
2017,Europe & Central Asia,Kosovo,Upper middle income,1.1,99.46045,1.1,99.46045,3.0,88.23529,3.0,88.23529,6.0,94.47236,6.0,94.47236,99.46045,88.23529,94.47236,1.1,3.0,6.0
2017,Latin America & Caribbean,Argentina,Upper middle income,10.8,94.6182,10.8,94.6182,14.0,23.52941,14.0,23.52941,24.5,75.8794,24.5,75.8794,94.6182,23.52941,75.8794,10.8,14.0,24.5
2017,Latin America & Caribbean,Antigua and Barbuda,High income,9.3,95.34698,9.3,95.34698,9.0,52.94118,9.0,52.94118,22.0,78.39196,22.0,78.39196,95.34698,52.94118,78.39196,9.3,9.0,22.0
2017,Latin America & Caribbean,The Bahamas,High income,13.8,93.11528,13.8,93.11528,8.0,58.82353,8.0,58.82353,21.5,78.89447,21.5,78.89447,93.11528,58.82353,78.89447,13.8,8.0,21.5
2017,Latin America & Caribbean,Belize,Upper middle income,34.6,82.68507,34.6,82.68507,9.0,52.94118,9.0,52.94118,43.0,57.28643,43.0,57.28643,82.68507,52.94118,57.28643,34.6,9.0,43.0
2017,Latin America & Caribbean,Bolivia,Lower middle income,49.7,75.15149,49.7,75.15149,14.0,23.52941,14.0,23.52941,45.0,55.27638,45.0,55.27638,75.15149,23.52941,55.27638,49.7,14.0,45.0
2017,Latin America & Caribbean,Brazil,Upper middle income,5.2,97.42321,5.2,97.42321,11.0,41.17647,11.0,41.17647,82.465,20.38191,82.465,20.38191,97.42321,41.17647,20.38191,5.2,11.0,82.465
