Country Name,Country Code,Region,Income Group,Year,Starting a business - Score,Starting a business: Cost - Average (% of income per capita) - Score,Starting a business: Procedures required - Average (number) - Score,Starting a business: Time - Average (days) - Score,Starting a business: Paid-in Minimum capital (% of income per capita) - Score
Guyana,GUY,Latin America & Caribbean,Upper middle income,2017,85.4,94.67067,64.70588,82.41206,100.0
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2017,89.0,99.92875,70.58824,85.42714,100.0
Malta,MLT,Middle East & North Africa,High income,2017,80.2,93.853,52.94118,74.37186,99.67185
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2017,78.9,79.28928,52.94118,83.9196,99.38044
Philippines,PHL,East Asia & Pacific,Lower middle income,2017,67.6,90.03722,5.88235,75.37688,99.21528
San Marino,SMR,Europe & Central Asia,High income,2017,83.8,95.57862,58.82353,87.9397,92.65982
Estonia,EST,Europe & Central Asia,High income,2017,95.1,99.3778,88.23529,96.98492,95.9066
Poland,POL,Europe & Central Asia,High income,2017,82.8,93.9565,76.47059,63.31658,97.26769
Fiji,FJI,East Asia & Pacific,Upper middle income,2017,73.1,91.03179,41.17647,60.30151,100.0
Puerto Rico,PRI,Latin America & Caribbean,High income,2017,91.2,99.34722,70.58824,94.97487,100.0
India,IND,South Asia,Lower middle income,2017,72.2,92.97984,23.88235,71.88945,100.0
Myanmar,MMR,East Asia & Pacific,Lower middle income,2017,75.3,79.44559,35.29412,86.43216,100.0
Iran,IRN,Middle East & North Africa,Upper middle income,2017,67.8,99.40781,44.117644999999996,27.63819,100.0
Nepal,NPL,South Asia,Low income,2017,83.8,86.94692,64.70588,83.41709,100.0
Mozambique,MOZ,Sub-Saharan Africa,Low income,2017,73.5,67.71311,47.05882,79.39698,100.0
Iraq,IRQ,Middle East & North Africa,Upper middle income,2017,71.3,74.075,50.0,65.829145,95.36225
Portugal,PRT,Europe & Central Asia,High income,2017,91.0,98.93872,70.58824,94.47236,100.0
Ethiopia,ETH,Sub-Saharan Africa,Low income,2017,56.0,65.37224,23.52941,65.32663,69.61766
Qatar,QAT,Middle East & North Africa,High income,2017,84.4,97.10215,50.0,90.45226,100.0
Finland,FIN,Europe & Central Asia,High income,2017,92.4,99.56599,88.23529,83.41709,98.35603
France,FRA,Europe & Central Asia,High income,2017,93.3,99.62796,76.47059,96.98492,99.99925
Morocco,MAR,Middle East & North Africa,Lower middle income,2017,90.7,96.06164,76.47059,90.45226,100.0
Ireland,IRL,Europe & Central Asia,High income,2017,94.4,99.91052,88.23529,89.44724,100.0
Netherlands,NLD,Europe & Central Asia,High income,2017,94.3,97.75125,82.35294,96.98492,100.0
Montenegro,MNE,Europe & Central Asia,Upper middle income,2017,86.6,99.23361,58.82353,88.44221,99.99579
Israel,ISR,Middle East & North Africa,High income,2017,92.5,98.33366,82.35294,89.44724,100.0
Panama,PAN,Latin America & Caribbean,High income,2017,91.9,96.7073,76.47059,94.47236,100.0
Romania,ROU,Europe & Central Asia,Upper middle income,2017,89.5,99.01949,70.58824,88.44221,99.85759
Hungary,HUN,Europe & Central Asia,High income,2017,87.3,96.43543,70.58824,93.46734,88.6237
Mongolia,MNG,East Asia & Pacific,Lower middle income,2017,86.6,99.26622,58.82353,88.44221,100.0
Italy,ITA,Europe & Central Asia,High income,2017,86.7,92.83015,64.70588,89.44724,99.99907
New Zealand,NZL,East Asia & Pacific,High income,2017,100.0,99.84685,100.0,100.0,100.0
Moldova,MDA,Europe & Central Asia,Lower middle income,2017,92.0,96.91405,76.47059,94.47236,100.0
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2017,95.6,97.86963,94.11765,90.45226,100.0
Iceland,ISL,Europe & Central Asia,High income,2017,90.6,99.00515,76.47059,88.94472,98.09415
Peru,PER,Latin America & Caribbean,Upper middle income,2017,78.6,96.28308,58.82353,59.29648,100.0
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2017,79.0,84.3653,56.11765,75.45729,100.0
Korea,KOR,East Asia & Pacific,High income,2017,93.4,92.71592,88.23529,92.46231,100.0
Germany,DEU,Europe & Central Asia,High income,2017,83.5,96.66681,52.94118,92.46231,91.76582
Malawi,MWI,Sub-Saharan Africa,Low income,2017,76.7,78.88607,64.70588,63.31658,100.0
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2017,60.6,95.37994,47.05882,0.0,99.98751
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2017,86.1,68.632,82.35294,94.47236,98.82235
Madagascar,MDG,Sub-Saharan Africa,Low income,2017,81.8,79.77978,58.82353,88.44221,100.0
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2017,77.6,87.93057,52.94118,73.86935,95.71032
Pakistan,PAK,South Asia,Lower middle income,2017,75.8,93.58385,29.41176,80.40201,100.0
Luxembourg,LUX,Europe & Central Asia,High income,2017,88.7,99.12891,76.47059,83.9196,95.12004
Lebanon,LBN,Middle East & North Africa,Upper middle income,2017,78.5,79.72102,58.82353,85.42714,89.8365
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2017,82.5,92.5822,64.70588,81.90955,90.87967
Serbia,SRB,Europe & Central Asia,Upper middle income,2017,91.8,96.75435,76.47059,93.96985,100.0
Grenada,GRD,Latin America & Caribbean,Upper middle income,2017,87.0,92.08117,70.58824,85.42714,100.0
Palau,PLW,East Asia & Pacific,High income,2017,82.0,98.55501,58.82353,72.36181,98.07335
Lithuania,LTU,Europe & Central Asia,High income,2017,93.0,99.69858,82.35294,94.97487,94.91258
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2017,83.0,95.93397,64.70588,71.35678,100.0
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2017,80.5,92.21728,70.58824,59.29648,100.0
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2017,83.7,90.172,58.82353,86.43216,99.49462
Liechtenstein,LIE,Europe & Central Asia,High income,2017,,,,,
Liberia,LBR,Sub-Saharan Africa,Low income,2017,90.6,91.62922,76.47059,94.47236,100.0
Dominica,DMA,Latin America & Caribbean,Upper middle income,2017,89.3,92.1471,76.47059,88.44221,100.0
Seychelles,SYC,Sub-Saharan Africa,High income,2017,78.6,93.29235,52.94118,68.34171,100.0
Libya,LBY,Middle East & North Africa,Upper middle income,2017,71.5,84.40949,47.05882,65.32663,89.14165
Greece,GRC,Europe & Central Asia,High income,2017,90.7,98.83312,76.47059,87.43719,99.99847
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2017,75.2,70.96293,64.70588,65.32663,100.0
Oman,OMN,Middle East & North Africa,High income,2017,91.1,97.97496,73.529415,92.96482499999999,100.0
Latvia,LVA,Europe & Central Asia,High income,2017,94.1,99.12534,82.35294,94.97487,99.99796
Guinea,GIN,Sub-Saharan Africa,Low income,2017,77.6,63.59568,64.70588,85.42714,96.5891
Mali,MLI,Sub-Saharan Africa,Low income,2017,84.1,69.51562,76.47059,91.9598,98.53299
Kosovo,XKX,Europe & Central Asia,Upper middle income,2017,95.5,99.46045,88.23529,94.47236,100.0
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2017,73.3,47.19185,55.882355000000004,91.9598,98.15205
Norway,NOR,Europe & Central Asia,High income,2017,94.3,99.56018,82.35294,96.48241,98.81558
Georgia,GEO,Europe & Central Asia,Upper middle income,2017,97.8,98.71115,94.11765,98.49246,100.0
Maldives,MDV,South Asia,Upper middle income,2017,89.0,97.38029,70.58824,88.44221,99.52713
Egypt,EGY,Middle East & North Africa,Lower middle income,2017,80.7,88.68723,50.0,83.9196,100.0
Saudi Arabia,SAU,Middle East & North Africa,High income,2017,75.4,97.01308,23.52941,80.904525,100.0
Kuwait,KWT,Middle East & North Africa,High income,2017,66.8,98.58911,32.352940000000004,38.693465,97.44403
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2017,68.9,94.26874,47.05882,34.17085,100.0
Malaysia,MYS,East Asia & Pacific,Upper middle income,2017,80.0,93.13229,50.0,76.88442,100.0
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2017,92.9,98.88316,82.35294,90.45226,100.0
Honduras,HND,Latin America & Caribbean,Lower middle income,2018,69.9,80.17266,41.17647,58.29146,100.0
Guyana,GUY,Latin America & Caribbean,Upper middle income,2018,85.6,95.08581,64.70588,82.41206,100.0
Brunei,BRN,East Asia & Pacific,High income,2018,90.2,99.46543,73.529415,87.9397,100.0
Palau,PLW,East Asia & Pacific,High income,2018,82.0,98.56545,58.82353,72.36181,98.08726
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2018,82.4,82.13268,67.64706,83.9196,95.85307
Tanzania,TZA,Sub-Saharan Africa,Low income,2018,72.1,75.9612,41.17647,71.35678,100.0
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2018,74.0,50.03493,55.882355000000004,91.9598,98.29101
The Gambia,GMB,Sub-Saharan Africa,Low income,2018,69.0,35.90067,64.70588,75.37688,100.0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2018,59.6,91.96204,29.41176,20.1005,97.01191
Nepal,NPL,South Asia,Low income,2018,81.8,86.29541,58.82353,81.90955,100.0
Haiti,HTI,Latin America & Caribbean,Low income,2018,33.7,0.0,35.29412,3.01508,96.50812
Sweden,SWE,Europe & Central Asia,High income,2018,94.7,99.75515,88.23529,93.46734,97.21764
Greece,GRC,Europe & Central Asia,High income,2018,92.4,99.17875,82.35294,87.9397,99.99848
India,IND,South Asia,Lower middle income,2018,73.9,92.48749,32.52941,70.58794,100.0
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2018,72.6,99.73137,70.58824,87.43719,32.84312
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2018,88.6,98.32126,70.58824,85.42714,100.0
"Taiwan, China",TWN,East Asia & Pacific,High income,2018,94.4,99.02481,88.23529,90.45226,100.0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2018,67.8,76.6882,35.29412,59.29648,100.0
Iceland,ISL,Europe & Central Asia,High income,2018,90.7,99.11616,76.47059,88.94472,98.31069
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2018,80.8,85.41383,56.11765,81.48744,100.0
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2018,77.8,88.55976,52.94118,73.86935,95.93395
Tajikistan,TJK,Europe & Central Asia,Low income,2018,90.8,90.34071,82.35294,90.45226,100.0
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2018,98.1,99.43365,94.11765,98.99497,100.0
São Tomé and Principe,STP,Sub-Saharan Africa,Lower middle income,2018,77.3,93.37835,70.58824,93.46734,51.90174
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2018,88.2,78.67978,88.23529,87.43719,98.33678
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2018,85.4,99.3982,64.70588,77.38693,99.99612
Burundi,BDI,Sub-Saharan Africa,Low income,2018,91.9,83.0397,88.23529,96.48241,100.0
Thailand,THA,East Asia & Pacific,Upper middle income,2018,92.0,96.92196,76.47059,94.47236,99.99921
Brazil,BRA,Latin America & Caribbean,Upper middle income,2018,64.8,97.60349,41.17647,20.38191,100.0
New Zealand,NZL,East Asia & Pacific,High income,2018,100.0,99.85408,100.0,100.0,100.0
Pakistan,PAK,South Asia,Lower middle income,2018,76.6,96.06898,29.41176,80.90452,100.0
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2018,80.4,96.03085,61.76470499999999,84.92462499999999,79.00792
Cambodia,KHM,East Asia & Pacific,Lower middle income,2018,51.9,74.32653,52.94118,1.00503,79.37039
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2018,81.9,92.3045,52.94118,82.41206,99.99991
Oman,OMN,Middle East & North Africa,High income,2018,93.5,98.41862,79.411765,95.9799,100.0
Guinea,GIN,Sub-Saharan Africa,Low income,2018,79.2,68.68741,64.70588,85.42714,97.78627
Hungary,HUN,Europe & Central Asia,High income,2018,87.6,97.30041,70.58824,93.46734,89.05572
The Bahamas,BHS,Latin America & Caribbean,High income,2018,84.2,93.1122,64.70588,78.89447,100.0
Niger,NER,Sub-Saharan Africa,Low income,2018,91.9,95.86282,82.35294,92.46231,97.04487
Switzerland,CHE,Europe & Central Asia,High income,2018,88.4,98.85306,70.58824,90.45226,93.64018
Grenada,GRD,Latin America & Caribbean,Upper middle income,2018,87.1,92.3447,70.58824,85.42714,100.0
Netherlands,NLD,Europe & Central Asia,High income,2018,94.3,97.77697,82.35294,96.98492,100.0
Norway,NOR,Europe & Central Asia,High income,2018,94.3,99.55586,82.35294,96.48241,98.80394
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2018,76.2,99.66828,52.94118,52.26131,100.0
Djibouti,DJI,Middle East & North Africa,Lower middle income,2018,80.4,70.58782,64.70588,86.43216,100.0
Indonesia,IDN,East Asia & Pacific,Lower middle income,2018,76.1,94.5142,34.0,75.8392,100.0
Venezuela,VEN,Latin America & Caribbean,Upper middle income,2018,25.0,0.0,0.0,0.0,100.0
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2018,92.9,98.93996,82.35294,90.45226,100.0
Malaysia,MYS,East Asia & Pacific,Upper middle income,2018,80.1,93.67221,50.0,76.88442,100.0
Argentina,ARG,Latin America & Caribbean,Upper middle income,2018,73.6,94.81104,23.52941,75.8794,100.0
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2018,81.2,77.81396,64.70588,82.41206,100.0
Kuwait,KWT,Middle East & North Africa,High income,2018,77.2,99.15675,50.0,61.809045,97.88129
Maldives,MDV,South Asia,Upper middle income,2018,89.1,97.6328,70.58824,88.44221,99.58324
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2018,81.7,95.45435,52.94118,78.39196,100.0
Kosovo,XKX,Europe & Central Asia,Upper middle income,2018,95.7,99.47546,88.23529,94.97487,100.0
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2018,95.5,98.43183,88.23529,95.47739,100.0
Mali,MLI,Sub-Saharan Africa,Low income,2018,83.8,70.81006,76.47059,89.44724,98.59529
Korea,KOR,East Asia & Pacific,High income,2018,93.4,92.71871,88.23529,92.46231,100.0
Australia,AUS,East Asia & Pacific,High income,2018,96.5,99.65202,88.23529,97.98995,100.0
Uruguay,URY,Latin America & Caribbean,High income,2018,89.8,88.74778,76.47059,93.96985,100.0
Malta,MLT,Middle East & North Africa,High income,2018,84.8,96.31595,58.82353,84.42211,99.7272
Kiribati,KIR,East Asia & Pacific,Lower middle income,2018,77.5,79.87789,64.70588,69.34673,95.95115
Armenia,ARM,Europe & Central Asia,Upper middle income,2018,94.3,99.56156,82.35294,95.47739,100.0
Malawi,MWI,Sub-Saharan Africa,Low income,2018,76.4,77.68671,64.70588,63.31658,100.0
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2018,60.9,96.48683,47.05882,0.0,99.99043
Vietnam,VNM,East Asia & Pacific,Lower middle income,2018,82.0,96.74937,52.94118,78.39196,100.0
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2018,59.3,44.98023,52.94118,39.19598,100.0
Libya,LBY,Middle East & North Africa,Upper middle income,2018,71.7,84.86914,47.05882,65.32663,89.61293
Liberia,LBR,Sub-Saharan Africa,Low income,2018,90.8,92.14584,76.47059,94.47236,100.0
Afghanistan,AFG,South Asia,Low income,2018,82.6,58.84688,79.411765,91.9598,100.0
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2018,84.9,82.87812,64.70588,91.9598,100.0
Liechtenstein,LIE,Europe & Central Asia,High income,2018,,,,,
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2018,83.1,96.17431,64.70588,71.35678,100.0
Lithuania,LTU,Europe & Central Asia,High income,2018,93.1,99.71396,82.35294,94.97487,95.17222
Albania,ALB,Europe & Central Asia,Upper middle income,2018,91.5,94.00833,76.47059,95.47739,100.0
Yemen,YEM,Middle East & North Africa,Low income,2018,72.7,63.26636,67.64706,59.798995000000005,100.0
Lebanon,LBN,Middle East & North Africa,Upper middle income,2018,78.2,78.99841,58.82353,85.42714,89.41753
Luxembourg,LUX,Europe & Central Asia,High income,2018,88.8,99.16833,76.47059,83.9196,95.48923
Algeria,DZA,Middle East & North Africa,Upper middle income,2018,77.9,93.74768,35.29412,82.41206,100.0
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2018,69.6,77.51118,44.117644999999996,56.78392,100.0
Latvia,LVA,Europe & Central Asia,High income,2018,94.1,99.12993,82.35294,94.97487,99.99805
Madagascar,MDG,Sub-Saharan Africa,Low income,2018,87.8,82.16926,76.47059,92.46231,100.0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2018,78.6,91.32364,58.82353,64.32161,100.0
Austria,AUT,Europe & Central Asia,High income,2018,83.1,97.4491,58.82353,79.39698,96.86468
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2018,71.9,94.32156,47.05882,46.23116,100.0
United States,USA,North America,High income,2018,91.2,99.45713,70.58824,94.87437,100.0
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2018,82.2,86.83915,64.70588,77.38693,100.0
Israel,ISR,Middle East & North Africa,High income,2018,92.6,98.40616,82.35294,89.44724,100.0
Belgium,BEL,Europe & Central Asia,High income,2018,91.4,97.19745,76.47059,95.9799,95.79391
Tunisia,TUN,Middle East & North Africa,Lower middle income,2018,81.6,97.70721,41.17647,87.43719,100.0
Montenegro,MNE,Europe & Central Asia,Upper middle income,2018,86.6,99.25952,58.82353,88.44221,99.99593
Ireland,IRL,Europe & Central Asia,High income,2018,94.4,99.92357,88.23529,89.44724,100.0
Belize,BLZ,Latin America & Caribbean,Upper middle income,2018,72.0,82.71827,52.94118,52.26131,100.0
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2018,88.6,99.60597,64.70588,89.94975,100.0
Mongolia,MNG,East Asia & Pacific,Lower middle income,2018,86.6,99.28471,58.82353,88.44221,100.0
Morocco,MAR,Middle East & North Africa,Lower middle income,2018,92.5,96.01665,82.35294,91.45729,100.0
Benin,BEN,Sub-Saharan Africa,Low income,2018,90.6,98.16414,73.529415,91.9598,98.66191
Tonga,TON,East Asia & Pacific,Upper middle income,2018,90.8,96.45716,82.35294,84.42211,100.0
Mozambique,MOZ,Sub-Saharan Africa,Low income,2018,71.0,53.52587,47.05882,83.41709,100.0
Iran,IRN,Middle East & North Africa,Upper middle income,2018,67.8,99.31997,44.117644999999996,27.63819,100.0
Myanmar,MMR,East Asia & Pacific,Lower middle income,2018,75.4,79.94265,35.29412,86.43216,100.0
Bhutan,BTN,South Asia,Lower middle income,2018,86.3,98.04591,58.82353,88.44221,100.0
Togo,TGO,Sub-Saharan Africa,Low income,2018,82.5,66.99282,76.47059,94.47236,92.11298
Iraq,IRQ,Middle East & North Africa,Upper middle income,2018,75.9,78.3424,55.882355000000004,73.869345,95.38218
Italy,ITA,Europe & Central Asia,High income,2018,86.8,92.93938,64.70588,89.44724,99.9991
Turkey,TUR,Europe & Central Asia,Upper middle income,2018,81.9,92.05265,47.05882,90.45226,98.06161
Belarus,BLR,Europe & Central Asia,Upper middle income,2018,91.9,99.69347,76.47059,91.45729,100.0
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2018,91.8,90.37372,82.35294,94.47236,100.0
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2018,96.1,99.222,88.23529,96.98492,100.0
United Kingdom,GBR,Europe & Central Asia,High income,2018,94.6,99.97945,82.35294,95.9799,100.0
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2018,91.9,99.86056,76.47059,91.45729,100.0
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2018,92.0,99.48348,73.529415,94.974875,100.0
Bahrain,BHR,Middle East & North Africa,High income,2018,89.6,99.49388,67.64706,91.9598,99.27281
United Arab Emirates,ARE,Middle East & North Africa,High income,2018,91.2,93.27549,79.411765,91.9598,100.0
Jordan,JOR,Middle East & North Africa,Upper middle income,2018,84.4,87.91109,61.76470499999999,87.9397,99.9783
Mexico,MEX,Latin America & Caribbean,Upper middle income,2018,85.8,91.49795,59.82353,92.04523,99.99984
Bangladesh,BGD,South Asia,Lower middle income,2018,80.6,88.5486,52.94118,80.90452,100.0
Ukraine,UKR,Europe & Central Asia,Lower middle income,2018,91.0,99.62448,70.58824,93.96985,100.0
Japan,JPN,East Asia & Pacific,High income,2018,86.1,96.26626,58.82353,89.29648,99.99999
Micronesia,FSM,East Asia & Pacific,Lower middle income,2018,69.6,29.12842,64.70588,84.42211,100.0
Barbados,BRB,Latin America & Caribbean,High income,2018,86.3,96.19681,64.70588,84.42211,100.0
Uganda,UGA,Sub-Saharan Africa,Low income,2018,71.1,78.68749,29.41176,76.38191,100.0
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2018,97.3,97.61029,94.11765,97.48744,100.0
Moldova,MDA,Europe & Central Asia,Lower middle income,2018,93.8,97.21198,82.35294,95.47739,100.0
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2018,88.5,94.07334,76.47059,83.41709,100.0
Panama,PAN,Latin America & Caribbean,High income,2018,91.9,96.72834,76.47059,94.47236,100.0
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2018,79.6,67.31195,64.70588,86.43216,100.0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2018,69.0,83.01573,41.17647,51.75879,100.0
Ethiopia,ETH,Sub-Saharan Africa,Low income,2018,68.4,71.08193,35.29412,67.33668,100.0
San Marino,SMR,Europe & Central Asia,High income,2018,83.6,95.42741,58.82353,87.9397,92.40879
Spain,ESP,Europe & Central Asia,High income,2018,86.7,97.92818,64.70588,87.43719,96.87557
Chad,TCD,Sub-Saharan Africa,Low income,2018,50.3,14.34311,52.94118,40.20101,93.5526
Georgia,GEO,Europe & Central Asia,Upper middle income,2018,97.8,98.74845,94.11765,98.49246,100.0
Estonia,EST,Europe & Central Asia,High income,2018,95.2,99.39286,88.23529,96.98492,96.00563
Slovenia,SVN,Europe & Central Asia,High income,2018,94.7,100.0,94.11765,94.47236,90.10883
Denmark,DNK,Europe & Central Asia,High income,2018,92.5,99.90929,76.47059,96.98492,96.61548
Russia,RUS,Europe & Central Asia,Upper middle income,2018,93.0,99.4293,82.35294,90.35176,100.0
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2018,88.8,89.25756,76.47059,89.44724,100.0
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2018,85.8,96.41289,64.70588,81.90955,100.0
Slovak Republic,SVK,Europe & Central Asia,High income,2018,82.0,99.44902,58.82353,73.86935,95.70887
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2018,75.2,70.89771,64.70588,65.32663,100.0
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2018,73.5,86.08634,44.117644999999996,63.819095000000004,100.0
Eritrea,ERI,Sub-Saharan Africa,Low income,2018,50.6,86.51126,29.41176,16.0804,70.37785
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2018,80.0,99.88391,64.70588,55.27638,99.99967
China,CHN,East Asia & Pacific,Upper middle income,2018,85.4,99.25444,64.70588,77.48744,100.0
Qatar,QAT,Middle East & North Africa,High income,2018,84.3,96.86888,50.0,90.45226,100.0
Poland,POL,Europe & Central Asia,High income,2018,82.8,93.99588,76.47059,63.31658,97.33739
Saudi Arabia,SAU,Middle East & North Africa,High income,2018,80.0,96.58791,41.176469999999995,82.412065,100.0
South Sudan,SSD,Sub-Saharan Africa,Low income,2018,55.7,0.0,35.29412,87.43719,100.0
Côte d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2018,90.0,91.75825,76.47059,92.46231,99.2895
Egypt,EGY,Middle East & North Africa,Lower middle income,2018,80.7,88.88619,50.0,83.9196,100.0
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2018,74.4,91.82083,35.29412,70.35176,99.9359
Chile,CHL,Latin America & Caribbean,High income,2018,87.2,97.04699,58.82353,92.96482,100.0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2018,83.2,92.75298,64.70588,83.9196,91.52386
Croatia,HRV,Europe & Central Asia,High income,2018,82.5,96.37921,58.82353,77.88945,96.86729
Serbia,SRB,Europe & Central Asia,Upper middle income,2018,92.6,98.85065,76.47059,94.97487,100.0
Congo,COG,Sub-Saharan Africa,Lower middle income,2018,63.8,61.17438,44.117644999999996,50.75377,99.26689
Romania,ROU,Europe & Central Asia,Upper middle income,2018,89.7,99.79629,70.58824,88.44221,99.86686
Singapore,SGP,East Asia & Pacific,High income,2018,96.5,99.72821,88.23529,97.98995,100.0
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2018,81.6,95.6902,52.94118,77.88945,100.0
Peru,PER,Latin America & Caribbean,Upper middle income,2018,78.6,96.22699,58.82353,59.29648,100.0
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2018,86.8,92.11525,64.70588,90.45226,100.0
France,FRA,Europe & Central Asia,High income,2018,93.3,99.64815,76.47059,96.98492,99.99927
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2018,80.5,96.3765,58.82353,67.33668,99.3643
Dem. Rep. Congo,COD,Sub-Saharan Africa,Low income,2018,89.8,85.71429,82.35294,93.46734,97.5862
Philippines,PHL,East Asia & Pacific,Lower middle income,2018,64.2,90.16036,5.88235,61.30653,99.25889
Finland,FIN,Europe & Central Asia,High income,2018,92.4,99.57988,88.23529,83.41709,98.40865
Portugal,PRT,Europe & Central Asia,High income,2018,90.9,98.97402,70.58824,93.96985,100.0
Cyprus,CYP,Europe & Central Asia,High income,2018,91.2,93.81516,76.47059,94.47236,100.0
Dominica,DMA,Latin America & Caribbean,Upper middle income,2018,89.3,92.22777,76.47059,88.44221,100.0
Sri Lanka,LKA,South Asia,Upper middle income,2018,87.7,94.79668,64.70588,91.45729,100.0
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2018,78.9,79.27905,52.94118,83.9196,99.38027
Puerto Rico,PRI,Latin America & Caribbean,High income,2018,91.3,99.57908,70.58824,94.97487,100.0
Rwanda,RWA,Sub-Saharan Africa,Low income,2018,87.7,77.69773,76.47059,96.48241,100.0
Suriname,SUR,Latin America & Caribbean,Upper middle income,2018,61.5,53.02332,58.82353,34.17085,100.0
Somalia,SOM,Sub-Saharan Africa,Low income,2018,45.8,0.0,52.94118,30.15075,100.0
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2018,90.9,94.8286,76.47059,92.46231,100.0
Colombia,COL,Latin America & Caribbean,Upper middle income,2018,85.3,92.99093,58.82353,89.44724,100.0
Seychelles,SYC,Sub-Saharan Africa,High income,2018,78.7,93.41953,52.94118,68.34171,100.0
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2018,79.9,89.83802,70.58824,59.29648,100.0
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2018,84.0,91.24673,58.82353,86.43216,99.56874
Czech Republic,CZE,Europe & Central Asia,High income,2018,83.5,99.48541,58.82353,75.8794,99.9997
Germany,DEU,Europe & Central Asia,High income,2018,83.5,96.58752,52.94118,92.46231,91.89049
Central African Republic,CAF,Sub-Saharan Africa,Low income,2018,37.0,22.64277,47.05882,78.39196,0.0
Fiji,FJI,East Asia & Pacific,Upper middle income,2018,73.3,91.5527,41.17647,60.30151,100.0
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2018,89.7,83.09449,82.35294,94.47236,98.86051
Canada,CAN,North America,High income,2018,98.2,99.81852,94.11765,98.99497,100.0
Comoros,COM,Sub-Saharan Africa,Lower middle income,2018,72.0,57.9443,52.94118,84.42211,92.71799
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2018,85.4,85.5257,64.70588,91.45729,100.0
Samoa,WSM,East Asia & Pacific,Upper middle income,2018,92.5,96.34836,82.35294,91.45729,100.0
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2018,55.0,48.31937,11.76471,67.33668,92.41608
